Address,Bedrooms,Bathrooms,Last Update,Tenancy period,Viewed,Rated by,Rating,Subratings,author_name,author_role,comment_body,comment_time,Rent
18 Nibthwaite Road Harrow,10,3,Mar 19 2016,Apr 2015 - Aug 2015,1708 times,wild_horse,6.9/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0', 'Safety': '0.75', 'Traffic': '', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '1'}",Wild_horse,Tenant,"(continued from 18 Blawith Road HA1 1TN review)
This property of the same landlord also has many occupants (10), however tends to be quieter and cleaner.
My stay here would have been pleasant, if it was not for one of the tenants. She was racially abusive towards me and would shout at the top of her voice. Every time she would see me in the common space (kitchen) she would shout her rants.
I complained to the landlord numerous times. He kept on saying that he would speak to her. But that didn\'t seem to have any effect. The situation started escalating and still the landlord did not do anything to resolve it (like to evict the abuser or to move her to another one of his properties).
So I had to take this into my hands. I contacted the police, who came and arrested her. She does not live at that address anymore.",19-03-2016 12:57 PM,£650
Flat 223 Berberis House Highfield Road Feltham,0,0,Jan 10 2016,Nov 2014 - Jan 2016,51 times,inci4u,-2.2/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '-5', 'Induction': '0.25', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
14 Baden Street Chester Le Street,0,0,Aug 24 2015,Jun 2014 - May 2015,54 times,Frankie,3.3/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
Flat 2-5 16 Wellington Crescent Ramsgate,1,1,Jul 16 2017,Jan 2017 - Feb 2017,28 times,ioanasovago,-1.6/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.3', 'Safety': '0', 'Traffic': '', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Ioanasovago,Tenant,"At my arrival upon Flat 4 at 16 Wellington Crescent Ramsgate this was infested with fleas. I felt extremely itch while sitting on sofas. I has experience pin punches over my body while sitting in the property together with many bites. I have been prescribed antihistamine by the GP and hormonal pills for one month by the dermatologist. I have been compensated 1000£ in court. I have suffer urticaria, skin rushes and eczema. I would not recommend this property to anyone.",12-08-2017 08:40 AM,£675
4B Revelon Road London SE4,3,1,Oct 13 2016,Sep 2014 - May 2015,659 times,trigg4,-4.3/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0', 'Noise Levels': '0', 'Rodents/Insects': '-5', 'Induction': '0', 'Parking': '0.3', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£550
72 Acacia Road London E17,0,0,Jun 26 2015,Jan 2014 - Feb 2014,67 times,Ash james,9.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
77 Mycenae Road London SE3,0,0,Mar 30 2015,Jul 2012 - Jul 2013,52 times,H27Beac,9.6/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
26 Eton Place Eton College Road London NW3,0,0,Feb 12 2016,Jan 2015 - Feb 2016,198 times,acruiz,6.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '-2', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.5', 'Landlord/Agents': '1.5', 'Deposit refund': ''}",,,,,£0
1 Knighton Terrace 4 Sylvan Road London E11,0,0,Oct 23 2015,Apr 2015 - Mar 2016,833 times,Shamsurrehman ,4.2/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.5', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': ''}",,,,,£0
Flat 8 Foxglove Court Vicars Bridge Close Wembley,0,0,Oct 13 2015,Feb 2012 - Jul 2013,80 times,Arun23285,2.0/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0.5', 'Safety': '0', 'Traffic': '0', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,£0
"31 Kiln Place
LONDON
NW5 4AJ
UNITED KINGDOM",3,1,Apr 10 2023,Aug 2019 - Aug 2021,3 times,stevieg,7.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '0'}",Stevieg,Tenant,A great property but rent was comparatively  expensive and the landlady always made sure to push and get the maximum from us at the end of each year (with the threat of a section 21 if we were unable to reach agreement). On leaving the property a lot of unfair claims were made on our deposit and an instant referral to the TDS adjudication scheme that we had to spend considerable time in rebuffing the false claims. Little consideration of tenant welfare and purely a financial transaction for the landlady outside these minor issues the property is in a desirable location but on a less desirable estate.,10-04-2023 07:53 AM,£2500
"8 Viceroy Court
36 Dingwall Road
CROYDON
CR0 2NG
UNITED KINGDOM",1,1,Feb 18 2019,Jan 2015 - Jan 2018,94 times,johnrao,0.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '-2', 'Induction': '0', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0', 'Energy Bills': '0.25', 'Landlord/Agents': '0', 'Deposit refund': '0'}",Johnrao,Tenant,Not a good property to go for. Very difficult landlord to deal with. Who does not want to do anything for the property and wants rent on time.,18-02-2019 10:10 AM,£875
34A Rothschild Road London W4,0,0,Mar 28 2015,Sep 2014 - Sep 2015,32 times,Mahtabn,9.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.75', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.5', 'Safety': '1.5', 'Traffic': '0.5', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
"39 Hare Street Springs
HARLOW
CM19 4AL
UNITED KINGDOM",1,1,Jul 18 2023,Aug 2021 - Jun 2023,3 times,o-abrahams,4.4/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '0', 'Flooring & Carpets': '0.25', 'Brightness': '0.75', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",O.Abrahams,Tenant,"A relatively well renovated council flat with well designed rooms. Contains a hallway with one bathroom, one bedroom, a living room and a kitchen. Also was a fully furnished flat, which was helpful at the time. Unfortunately the living room is stocked with mainly glass furniture which are easily breakable, some were already broken when I moved in. 

Also months into the tenancy, I could see that although it looked superficially well done, it wasn’t of high quality as hallway linoleum floor slats moved frequently and exposed the bare wooden floor underneath, the kitchen had holes everywhere in the corners of the floor and the there were and are an abundance of spiders and other insects especially at the front door and outside of the property which was extremely dirty and kept in poor condition. 

2 months into the tenancy, discovered an issue with the kitchen taps and no release of hot water which went on for almost a year as it was tried to be fixed by several different engineers. The boiler broke down twice leaving me freezing and unable to shower in the middle of winter that my mother had to drive all the way from London just to provide me with an electric heater (as I am disabled), and there were issues with the electricity and the toilet.

I was told by several engineers that visited the property that the tank and water system are ancient and belong in antiquity which is why they had a tendency to break down every few months. A complete overhaul of the tank and water system would be needed but the landlord unwilling to fork out for such a cost, refused to follow their recommendations.

Regarding the landlord, she was a very vindictive landlord who took an instant dislike to me because I reported and chased up all the repair issues needed in the flat. She appeared to be content with me living in a flat paying a very high amount of money which she increased after a year without any dispute from me yet I couldn’t use hot water in the kitchen taps. Halfway through the tenancy during a particularly bad repair issue whereby I had no heating for a few days, my mother tried to call and speak to reason with her and she cut the phone on her and refused to engage with me directly since then, only going through the agent.

She made a point at the start of the tenancy to make me take down her number and message her if there were any issues, but when I proceeded to do just that she appeared annoyed and implied that I should only be contacting the estate agency so as not to disturb her. 

Worse of all, she came every few months to pick up her mail which she failed to redirect, so I had to separate my mail from hers and she would drop by at any time usually only giving me a few hours notice to collect her mail.",18-07-2023 08:55 PM,£950
5 Beaufort Road Erdington Birmingham,0,0,Aug 30 2015,Nov 2013 - Nov 2014,15 times,sarina,7.5/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '0.5', 'Deposit refund': '1'}",,,,,£0
38 Poplar Grove London N11,0,0,Jan 02 2016,Oct 2014 - Nov 2016,64 times,patriciacepa ,5.0/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '0', 'Flooring & Carpets': '0', 'Brightness': '0', 'Noise Levels': '0.5', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '1.5', 'Traffic': '0', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '1'}",,,,,£0
"HX7 6HW, 4 Palace House Road, , Hebden Bridge",1,1,Apr 22 2018,Mar 2015 - Apr 2018,38 times,neti,6.1/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '0', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': ''}",MuthaFunka61,Tenant,"Together Housing are little more than a estate management company with huge profits and little in the way of accountability. They pay a nodding regard to legislation and have little interest in their tenants life experience, but a huge interest in their company profile. 
Repairs are undertaken when tenants move out as surveys are completed for tenant satisfaction within 12 months of moving in, after that you have no significance.",22-04-2018 05:29 PM,£381
"SE13 5FL, 044 River Mill One, Station Road, London",1,1,May 11 2018,Jan 2018 - Jul 2018,163 times,engine,5.2/10,"{'Leaks / Boiler': '0', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0.75', 'Noise Levels': '0', 'Rodents/Insects': '1', 'Induction': '0', 'Parking': '', 'Safety': '1.5', 'Traffic': '', 'Energy Bills': '0.5', 'Landlord/Agents': '0', 'Deposit refund': '0'}",,,,,
13 Stonells Road London SW11,3,2,Oct 02 2016,Apr 2014 - Apr 2016,65 times,patrickdoig,2.8/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.5', 'Brightness': '0', 'Noise Levels': '0.25', 'Rodents/Insects': '-2', 'Induction': '0.25', 'Parking': '0.3', 'Safety': '1.5', 'Traffic': '0.3', 'Energy Bills': '0', 'Landlord/Agents': '0', 'Deposit refund': '0'}",PatrickDoig,Tenant,The landlord refused to make any repairs to the property.  We had to involve the Council to even get safety critical items such as smoke alarms and faulty electrics repaired.  Our rear patio doors were totally dysfunctional: they did not lock securely and were unevenly hung so had visible gaps of about 1 inch between the doors and around the doorframe.  This left the ground floor living area draughty and prone to slug infestation.  The doors were not fixed for over six months.,02-10-2016 04:26 PM,£3250
96 Jockey Fields Dudley,0,0,Aug 30 2015,Oct 2013 - Oct 2014,12 times,AshMer,7.7/10,"{'Leaks / Boiler': '1', 'Mould & Condensation': '1', 'Flooring & Carpets': '0.25', 'Brightness': '0.35', 'Noise Levels': '0.25', 'Rodents/Insects': '1', 'Induction': '0.5', 'Parking': '0.3', 'Safety': '0.75', 'Traffic': '0.3', 'Energy Bills': '0.25', 'Landlord/Agents': '1.5', 'Deposit refund': '1'}",,,,,£0
